CPF,Nome,Idade,Sexo,Email,Nota ENEM,Abandono,Qual Semestre,CRA após o 2º Semestre,CRA após o 4º Semestre,CRA após o 6º Semestre
11620288083,Christopher Valdez,25,Feminino,lindarosales@example.net,711,True,5.0,7.77,5.85,6.94
28380277643,William James,25,Masculino,nathanjohnson@example.com,686,False,,9.64,5.33,6.5
68962062983,Kyle Barker,25,Masculino,william73@example.net,682,True,3.0,5.32,5.74,8.0
31869279249,Miss Sandra Wade MD,21,Masculino,lorifranklin@example.net,640,True,2.0,7.25,6.16,7.93
93467173157,Jennifer Campbell,20,Masculino,marieclark@example.org,757,False,,7.74,7.16,5.92
19317584870,James Hall,26,Feminino,smckee@example.net,759,False,,8.77,5.42,6.85
15382630543,Thomas Williams,25,Feminino,sosadaniel@example.com,764,True,6.0,6.26,7.12,8.77
94765135656,Kenneth Washington,23,Feminino,mark57@example.org,700,False,,7.9,9.3,5.44
34570870880,Justin Lowe,18,Feminino,patriciacarroll@example.net,765,False,,9.68,6.47,9.71
55407760642,Russell Fowler,20,Feminino,whitemichelle@example.com,751,False,,6.78,5.44,7.84
43998798807,Denise Byrd,26,Feminino,adriana07@example.org,799,True,1.0,9.79,9.98,5.92
53060741136,Billy Robinson,24,Feminino,fmorris@example.org,698,True,8.0,9.92,9.87,8.6
49666602723,Cheryl Flores,27,Feminino,brian00@example.org,772,False,,8.8,9.25,7.81
30740469240,Linda Martinez,24,Feminino,loganallen@example.net,760,False,,6.1,8.42,7.51
49929537844,Brady Johnson,26,Masculino,carlosbarnes@example.net,657,False,,6.86,5.45,8.55
83157720096,Adrian Barton,27,Feminino,gonzalezjenna@example.net,712,False,,8.67,8.31,6.37
98085286084,David Krueger,20,Feminino,npotter@example.com,642,False,,9.51,7.27,9.91
53653390117,Brian Miller,23,Feminino,riveradouglas@example.net,676,True,6.0,7.91,9.92,8.98
96724889930,Michael Henderson,23,Feminino,cwalker@example.net,687,True,2.0,6.37,6.41,5.76
75378090984,Marco Murphy,27,Masculino,jrichardson@example.org,704,False,,8.96,6.9,9.36
53939382427,Jessica Holt,27,Feminino,hannadominique@example.com,775,False,,5.8,7.36,6.1
83996018179,Michael Jackson,27,Masculino,ufrazier@example.com,783,False,,5.44,8.64,8.6
18031108657,Ashley Sanchez,18,Feminino,joseph87@example.net,795,False,,9.2,7.88,5.41
66175382980,Angela Knight,28,Feminino,michael62@example.org,753,False,,7.2,7.59,8.62
34217210443,Hannah Taylor,21,Masculino,williambaldwin@example.org,662,True,7.0,8.37,8.88,5.92
13684020923,Mr. Kevin Lee,24,Feminino,denisebuck@example.org,688,True,4.0,9.9,9.87,8.88
73824840234,Lisa Brown,25,Feminino,carrie21@example.com,786,True,8.0,5.89,6.92,9.18
1023806396,Joshua Rhodes,21,Feminino,mcmahonscott@example.com,731,False,,7.71,6.39,9.9
74630158462,Keith Williams,20,Feminino,amy34@example.net,709,False,,9.91,9.48,5.96
86602400794,Anita Young,24,Feminino,wperkins@example.com,641,False,,9.21,8.64,7.44
55919152783,Chase West,20,Feminino,tammy21@example.net,692,False,,8.51,7.24,5.62
65255492753,Brittany Ayala,26,Masculino,dominicmiller@example.com,736,True,7.0,5.43,5.93,5.17
49252598182,Mark Scott,19,Masculino,tortega@example.net,762,False,,6.36,6.66,7.74
40573576602,Jennifer Alvarez,19,Masculino,gsmith@example.com,712,False,,9.13,5.14,6.9
59826470031,Marcus Bernard,19,Feminino,athomas@example.org,767,False,,7.94,8.56,8.97
49142549444,Kenneth Sosa,24,Feminino,ufrazier@example.net,773,False,,8.42,9.91,7.89
76338084555,Kelsey Wilson,19,Feminino,jonesjustin@example.com,798,False,,9.84,7.39,6.19
63949009775,Michael Green,21,Feminino,tammy52@example.com,651,True,1.0,7.45,8.89,5.27
70078760090,Ashley Carson,23,Feminino,bcarter@example.net,694,False,,8.96,8.78,8.7
37545284917,Darius Lee,28,Masculino,christina62@example.org,757,False,,6.97,8.74,5.62
91632707676,Dr. Douglas Curry,26,Masculino,keith21@example.net,721,False,,7.62,7.53,9.47
94445258820,Nicole Wilkins,23,Feminino,rebekahrhodes@example.net,685,False,,9.29,6.27,6.25
17096485027,Scott Johnson,24,Masculino,jessica68@example.org,660,False,,5.72,5.55,7.25
39835637107,Haley Flores,27,Masculino,yolandahatfield@example.com,693,False,,9.4,6.4,8.72
90939825231,Taylor Carter,18,Feminino,karlwilliams@example.org,640,True,1.0,7.92,7.88,6.86
65327865463,Evan Patrick,22,Masculino,eric29@example.com,746,False,,8.23,5.7,5.94
14297656325,Michelle Bonilla,19,Masculino,gvasquez@example.com,746,True,3.0,6.64,9.62,9.15
33075882226,Mr. William Alvarez MD,24,Masculino,dfisher@example.net,716,False,,7.4,5.92,6.52
94575037872,Bryan Owens,27,Masculino,phoover@example.org,741,False,,7.5,5.71,8.38
50844849757,Ashley Smith,19,Feminino,christinepowell@example.net,792,True,4.0,6.63,6.5,9.41
21852417734,Anne Miller,22,Masculino,ereyes@example.net,774,False,,7.49,6.6,9.77
82667975381,Thomas Hunter,28,Feminino,rodriguezstephanie@example.org,762,False,,7.79,6.73,8.56
92452857763,Danny Livingston,27,Masculino,grace55@example.net,728,False,,5.93,5.62,8.27
36162149419,Katherine Castillo,21,Feminino,rebecca06@example.net,774,False,,7.86,8.96,8.78
89426241328,Michelle Smith,23,Masculino,elizabeth84@example.org,696,True,8.0,5.37,8.7,8.2
19599850348,Carrie Brown,26,Feminino,melissa11@example.org,688,True,5.0,5.57,6.73,6.58
70265966772,Kimberly Hooper,24,Masculino,jenniferpetersen@example.net,744,True,4.0,7.93,7.14,7.39
31231005343,Robert Davis,22,Masculino,cindy32@example.com,653,False,,7.25,9.23,5.56
14425366324,Jill Miller,20,Masculino,sydneywood@example.com,711,False,,7.51,5.98,9.1
81892198994,Chloe Hayes,27,Masculino,lawrencebrittany@example.org,780,False,,8.38,7.8,6.63
71186442465,Kelly Ortiz,19,Masculino,mmontoya@example.net,776,True,2.0,9.98,9.56,8.7
65524751988,Amy Mcdowell,23,Feminino,zsimmons@example.com,705,False,,8.94,7.19,9.36
67277097208,Richard Harding,28,Masculino,krausescott@example.net,772,False,,5.47,8.73,6.1
88228133689,James Mitchell,23,Feminino,wilsonscott@example.org,724,False,,6.45,7.36,7.71
81058572472,Joseph Sanchez,20,Masculino,knightsteve@example.net,679,False,,6.44,8.3,5.78
80367418069,Beth Reed,27,Masculino,torresmichele@example.com,737,False,,8.2,8.33,7.34
71752350296,Amy Carlson,19,Feminino,qberry@example.com,800,True,8.0,6.64,7.14,8.4
10224759361,Stephanie Clark,28,Masculino,lauren33@example.com,676,False,,9.11,8.66,9.98
22392542521,Jennifer Smith,19,Masculino,grussell@example.com,692,True,8.0,7.42,7.62,8.7
90356647959,Lee Hutchinson,20,Feminino,patriciagarcia@example.net,728,False,,5.6,9.9,9.87
68360427854,Jason Klein,25,Feminino,martinezbilly@example.net,726,True,2.0,7.6,5.13,9.54
12763924102,Andrew Ware,18,Feminino,brice@example.org,745,True,5.0,8.31,5.7,7.56
19205427518,Amanda Williams,26,Feminino,samanthanewman@example.org,785,False,,6.5,8.39,7.38
2106652466,Tracy Davis,27,Masculino,larry53@example.com,772,False,,6.41,5.43,6.93
88759553561,Kari Cohen,24,Masculino,guerraadrian@example.net,749,False,,5.48,6.94,5.52
33972735740,Brittany Jones,28,Feminino,grosskyle@example.org,646,False,,9.73,7.37,6.37
24502240158,Stephanie Allen,22,Feminino,gallegosrachel@example.net,741,False,,7.42,6.6,6.9
25380838643,Robin Macdonald,22,Masculino,mooremichelle@example.org,769,False,,9.42,5.41,7.27
53595473851,Michael Roberts,18,Feminino,fieldstara@example.net,691,False,,9.97,7.27,8.99
9053572972,Zachary Kelly,21,Masculino,moralesjoseph@example.net,645,True,3.0,7.13,5.29,5.38
82767777602,Mitchell Mejia,18,Feminino,pam62@example.org,669,False,,9.48,8.26,6.8
77547538621,Joseph Chung,28,Masculino,stephanie82@example.com,671,True,4.0,6.52,6.53,7.6
726164833,Zachary Stewart,18,Feminino,tammymcintyre@example.com,800,False,,6.3,5.42,5.36
33865204132,Tracy Smith,19,Feminino,matthew89@example.net,640,False,,5.0,5.81,5.65
92496133955,Matthew Taylor,18,Masculino,petersoncrystal@example.org,685,False,,8.73,8.14,5.21
90828682169,Jacob Rodriguez,26,Feminino,reynoldsshannon@example.org,749,False,,8.33,8.95,7.18
93850318141,Heidi Herring,23,Masculino,catherine12@example.org,750,False,,8.3,9.82,9.1
48001071646,Seth Weber,18,Masculino,heidiburns@example.org,795,False,,9.2,8.9,8.51
56161900403,Mercedes Fuller,27,Feminino,gsanders@example.net,647,True,7.0,7.54,9.35,7.28
18946388918,Karen Lane,26,Feminino,scottwatts@example.net,744,False,,8.58,9.92,8.68
91908345981,Ashley Phillips,25,Feminino,rebecca66@example.com,657,False,,6.63,8.75,9.9
88875892351,Lorraine Thompson,27,Masculino,larsenvictoria@example.com,697,False,,8.91,7.0,5.26
96874473872,Patricia Cooley,26,Feminino,philipreilly@example.net,729,False,,5.77,9.29,7.8
53196742261,Sue Rice,22,Masculino,santiagoroger@example.com,710,False,,6.34,9.66,8.25
40580615979,Jasmine Smith,26,Masculino,grayalexa@example.org,660,False,,9.38,5.43,9.81
19803579944,Jessica Wallace,20,Feminino,tkennedy@example.com,659,False,,8.32,7.55,7.75
48840105348,Veronica Turner,18,Feminino,joseph82@example.net,654,False,,6.68,5.7,7.52
84836797818,Sharon Clark,23,Masculino,cowen@example.org,706,False,,5.5,8.3,6.39
17202070254,Joshua Parker,20,Feminino,coconnell@example.net,728,True,3.0,5.7,5.95,5.18
45114548627,Christopher Mccarthy,24,Feminino,hwilliams@example.org,653,True,8.0,7.31,7.99,7.23
1965862123,Lisa Shea,27,Feminino,nmartinez@example.org,772,False,,9.52,6.63,5.2
87608571635,Dennis Henson,22,Feminino,munozpeter@example.org,796,False,,7.29,5.81,9.79
2033324053,Steve Shields,25,Feminino,meagan12@example.net,705,False,,9.19,9.52,7.27
28485666038,Terri Dyer,25,Masculino,zyoung@example.net,768,False,,6.33,5.53,8.24
71870797248,Jacob Booth,23,Masculino,josemurphy@example.net,693,False,,7.98,8.76,7.95
56738309171,Martha Chandler,18,Feminino,anita21@example.net,753,False,,8.87,8.49,8.97
32219653713,Johnny Rose,20,Masculino,rhondasmith@example.org,761,False,,7.2,7.83,7.63
57024145529,Angela Reid,21,Feminino,todd28@example.net,679,True,1.0,9.1,8.67,8.32
35888151364,Robin Park,24,Feminino,kimberly99@example.org,666,True,5.0,8.4,7.78,7.72
46790596018,Joseph Thomas,25,Masculino,hjones@example.net,784,False,,8.32,9.33,8.91
83650656037,Thomas Schaefer,28,Masculino,smithgerald@example.org,759,False,,8.35,7.42,6.5
53117366659,Melissa Johnson,18,Feminino,kennethchan@example.com,670,False,,7.1,7.35,8.8
19732096832,Nicole Martinez,25,Feminino,josephfreeman@example.net,656,False,,5.56,8.15,6.9
50330535503,April Hood,20,Feminino,fcarter@example.com,720,False,,5.5,7.4,5.23
8280478299,Bobby Hernandez,27,Masculino,jason23@example.com,683,True,1.0,5.7,9.4,5.76
84950556945,David Ward,20,Masculino,joshua23@example.com,662,False,,8.48,8.23,5.51
70517427002,Brooke Terry,19,Masculino,nrobinson@example.org,701,False,,8.29,6.26,8.14
88246562817,Dale Bennett,20,Feminino,hmalone@example.com,735,False,,5.58,9.97,5.88
35062026025,Leah Smith,20,Masculino,erichardson@example.com,768,True,6.0,6.63,9.55,8.81
97434624238,John Coleman,18,Feminino,eholmes@example.net,675,True,3.0,9.69,9.69,9.41
59888449172,David Lewis,23,Masculino,thenderson@example.org,724,False,,5.67,7.45,7.36
52018413174,Patricia Pope,18,Feminino,eric45@example.net,684,False,,9.53,8.91,9.81
12754632079,Kendra Thompson,24,Feminino,tammysmith@example.net,704,False,,7.96,8.44,6.18
51662398046,Rebecca Romero,23,Feminino,david04@example.com,781,False,,5.18,9.52,7.84
73530586131,Tammy Harris,22,Feminino,joshuayoung@example.com,793,False,,7.88,5.51,9.42
55626374885,Janet Santos,23,Feminino,amyjones@example.net,753,False,,5.5,5.9,9.13
91278193917,Mikayla Smith,18,Feminino,amanda92@example.org,724,True,5.0,5.34,8.4,8.45
90963423590,Matthew Forbes Jr.,28,Masculino,kellyschneider@example.org,697,True,5.0,5.9,5.73,7.4
19132312569,Miranda Rodriguez,20,Feminino,waltersimon@example.net,702,True,2.0,8.62,6.95,8.51
14464245102,Jessica Foster,23,Feminino,myoung@example.com,698,True,8.0,5.9,7.47,8.89
67048228649,Kristina Cunningham,26,Feminino,lbrown@example.com,727,False,,8.99,5.35,8.99
97574783052,Joshua Pena,24,Feminino,operry@example.org,737,False,,7.14,5.6,6.71
93850769982,Daniel Freeman,21,Masculino,sjackson@example.net,725,True,6.0,9.48,9.99,8.24
1478598671,Brady Jordan,19,Masculino,rhondamclean@example.net,795,False,,9.82,6.17,9.2
17646531524,Amber Houston,28,Feminino,donna11@example.com,754,False,,9.13,9.26,5.0
15148621325,Jennifer Underwood,25,Feminino,amycraig@example.net,709,True,4.0,9.43,7.2,8.3
95672093374,Erin Powell,19,Feminino,cody91@example.org,754,False,,7.43,6.24,6.24
49428104984,Diane Martin,22,Feminino,cunninghamjack@example.com,653,False,,8.22,8.97,6.37
61486063221,Eric Garrett,23,Masculino,wjohnson@example.org,691,True,7.0,7.19,6.23,6.74
59780698058,Roger Wilson,22,Masculino,james25@example.org,790,False,,5.83,8.7,7.66
29431057977,Andrew Chandler,20,Feminino,mary43@example.org,761,True,3.0,5.17,5.29,8.4
61374385629,Stephanie Chapman,27,Feminino,fburns@example.org,728,False,,6.58,8.27,9.96
50750185216,Thomas Casey,20,Feminino,ryancollins@example.net,779,False,,9.75,7.29,8.63
22771289336,Melissa Hall,22,Feminino,allen73@example.org,681,True,7.0,7.96,7.28,8.29
15625412285,Charles Gray,23,Feminino,fitzgeraldmelissa@example.org,741,False,,9.29,5.86,6.2
19470018706,Charles Small,18,Masculino,megan04@example.org,779,True,7.0,6.54,7.56,8.75
46410506123,Emily Rice,21,Feminino,wendyestes@example.com,788,False,,8.15,7.26,8.2
12922091525,Brooke Crane,19,Masculino,deborahwillis@example.net,721,False,,7.75,6.11,9.64
85613111129,Jonathan Jackson,24,Feminino,hillchristine@example.org,705,True,3.0,6.13,5.89,5.3
65682118406,Teresa Brooks,23,Feminino,clewis@example.net,758,True,8.0,6.11,5.42,5.3
46762980788,Carolyn Buchanan,20,Feminino,michaelthomas@example.net,784,False,,9.63,5.16,9.25
85447118236,Patricia Dawson,24,Feminino,gwolfe@example.net,651,False,,7.27,5.95,6.34
82642882697,David Giles,21,Masculino,wilkersongabriel@example.com,753,False,,7.92,5.56,8.53
31431776214,Nicholas Sampson,23,Masculino,benjamin06@example.net,667,False,,9.89,6.16,6.7
97871899831,Tina Cole,23,Feminino,kholland@example.org,688,False,,9.1,5.15,9.42
98018789416,Shannon Lopez,27,Masculino,leahhubbard@example.com,682,False,,6.55,8.73,9.68
48779208846,Leah Trevino,19,Masculino,danielsnyder@example.net,797,False,,7.3,6.26,8.83
78171517030,James Copeland,27,Feminino,jesse16@example.net,702,False,,5.79,8.54,8.38
2789781757,James Mcclain,28,Masculino,richardtiffany@example.net,652,False,,5.4,9.86,6.21
39090700402,Denise Cook,21,Feminino,stephanie65@example.net,687,False,,7.41,5.61,9.71
18469233528,Kelly Graham,26,Feminino,christina23@example.net,771,False,,8.57,8.37,6.1
65248511179,Daniel Mann,18,Masculino,heather44@example.org,654,False,,7.81,6.8,9.31
40122323019,Mrs. Emily Dickerson,19,Feminino,omosley@example.com,678,False,,7.31,8.9,5.71
23830801702,Dawn Lopez DDS,22,Feminino,ejacobs@example.org,799,False,,9.11,6.8,6.62
60118155221,Andrew Hill,20,Feminino,gregorytaylor@example.net,784,False,,9.6,7.53,6.86
53271219289,Robert Taylor,26,Feminino,adam81@example.org,668,False,,5.38,6.4,6.79
94313134437,Donna Pitts,18,Feminino,egilbert@example.org,739,True,4.0,7.28,6.17,6.27
24742669172,Kyle Wise,24,Masculino,charles02@example.org,794,True,4.0,7.48,7.8,9.21
41574231999,Catherine Morgan,28,Feminino,jefferydaniel@example.com,721,False,,6.87,8.48,9.62
20188116079,Paul Powell,24,Feminino,lewisdaniel@example.net,768,False,,5.82,7.51,5.5
17806176139,Margaret Richards,23,Masculino,parkerjennifer@example.net,720,False,,5.6,7.18,7.16
64198529787,Judith Moreno,23,Feminino,huffamber@example.net,698,False,,6.58,6.18,9.79
42159040509,Jodi Bell,19,Masculino,fgallagher@example.net,699,True,8.0,6.2,9.5,5.2
8359075142,Megan Arnold,21,Feminino,brett54@example.com,666,True,5.0,8.7,6.25,8.6
97233783006,James Farmer,27,Masculino,gomezsean@example.com,787,True,6.0,6.13,5.33,6.36
2319748185,David Lyons,18,Feminino,thompsonnathaniel@example.net,778,True,5.0,5.82,5.55,8.4
12450360106,Thomas Gutierrez,22,Masculino,elizabeth07@example.net,776,False,,9.96,9.4,7.63
9548629409,Bryan Stevens,19,Masculino,brandymccullough@example.com,783,False,,7.36,5.33,8.7
72319390473,Lori Sullivan,20,Masculino,gregory91@example.com,685,True,6.0,8.18,6.99,5.94
51410502688,Joseph Boyd,18,Feminino,douglashill@example.org,652,True,7.0,9.65,6.1,5.8
28202234222,Dr. Shawn Robinson DDS,21,Feminino,tyler13@example.net,752,False,,9.49,5.8,5.31
52501906093,Sara Pope,18,Feminino,cory74@example.net,764,False,,8.11,9.67,6.55
9835362437,Cheyenne Carter,23,Feminino,michellemcguire@example.org,677,True,8.0,9.5,6.92,6.2
54442000681,Timothy Johnson,21,Feminino,zwaters@example.net,707,False,,9.7,6.2,7.55
79641600303,David Best,22,Feminino,davidcoleman@example.net,781,False,,9.4,9.47,8.9
56401478422,Melvin Anderson,27,Masculino,john38@example.net,642,False,,5.45,5.59,8.77
83281484617,Mrs. Meghan Parker,28,Feminino,patriciafox@example.org,782,True,8.0,5.94,7.3,9.93
40185390288,Brandon Davies DDS,28,Feminino,conleylinda@example.org,787,False,,9.94,9.47,6.61
47690674464,Samantha Johnson,19,Feminino,william89@example.net,677,False,,8.53,5.31,5.88
73884849307,Heather Brown,23,Masculino,iharris@example.net,736,False,,8.56,8.15,6.64
27626611687,Mary Freeman,21,Masculino,davidrandall@example.net,671,False,,9.47,8.38,9.6
19355218084,Jose Scott,19,Masculino,peggystone@example.net,757,False,,7.27,7.11,7.91
57331980303,Danielle Rodriguez,21,Masculino,johnsonalyssa@example.net,767,False,,9.61,8.36,6.7
76207085455,Anthony Smith,28,Masculino,krodriguez@example.net,761,False,,7.81,8.56,8.7
83364814121,Catherine Callahan,25,Feminino,rhall@example.org,783,True,1.0,6.2,7.94,8.7
2887785087,Jerry Mercado,20,Masculino,alicia74@example.org,646,False,,6.66,8.94,5.58
701892590,Steve Wilson,23,Masculino,sanchezchristine@example.com,719,False,,8.11,6.32,6.65
51841864156,Angel Long,20,Feminino,deborahhartman@example.com,789,False,,5.14,8.52,7.0
81814292493,Tracy West,19,Masculino,qpope@example.net,646,False,,5.28,6.74,7.39
14436728141,Stacy Allen,27,Feminino,molly40@example.org,780,False,,7.36,5.53,5.56
26116907004,Brianna Baker,22,Feminino,ronaldrichard@example.net,789,False,,8.88,9.65,6.62
83950390548,Matthew James,28,Feminino,mariawilliams@example.org,800,False,,9.65,5.49,6.93
16794532997,Christopher Long,27,Feminino,millerdavid@example.com,667,False,,8.51,6.91,9.45
85651234875,Christopher Soto,25,Feminino,melissa07@example.org,666,True,7.0,6.65,6.69,8.75
47474100094,Kevin Coleman,26,Masculino,mcbridejoseph@example.net,776,True,8.0,9.28,6.7,6.77
21588793271,Jacqueline Combs,23,Feminino,ecarter@example.net,679,False,,9.82,9.33,7.81
96058487498,Donna Hester,27,Feminino,justincopeland@example.com,673,True,7.0,8.49,7.53,9.81
35724456913,Jacqueline Leonard,20,Masculino,michael37@example.net,729,False,,9.91,9.65,6.22
12370584113,Kelly Higgins,21,Feminino,lisapatel@example.com,685,False,,8.47,9.5,6.33
22983116687,Shaun Wilkerson,23,Feminino,jasminejames@example.net,656,False,,5.9,9.14,5.23
84477834633,Gregory Peterson,27,Feminino,jessefletcher@example.org,702,True,5.0,6.9,7.12,5.37
82296324949,Shirley Wolfe,22,Masculino,tranmarie@example.net,758,False,,8.2,8.5,9.88
75286585537,Erica Young,25,Feminino,ggibson@example.net,787,True,3.0,9.7,8.63,5.85
3784583874,Patrick Taylor,24,Feminino,fgrant@example.com,762,False,,9.79,8.44,6.16
7074675002,Brenda Cowan,28,Feminino,pjones@example.net,775,True,2.0,5.2,9.91,6.87
78109149360,Janet Lee,24,Feminino,jill87@example.com,695,False,,8.54,8.63,6.86
1080700254,Kaitlyn Olson,19,Masculino,browndaniel@example.net,750,False,,5.72,7.66,7.11
48112091906,Juan Parks,21,Masculino,rwarren@example.com,675,True,5.0,9.66,5.38,5.63
75833148712,Megan Harris,18,Masculino,angela98@example.net,696,False,,8.66,8.74,9.71
95976349668,John Pratt,23,Feminino,umejia@example.com,713,True,7.0,9.15,8.62,8.8
55998585466,Jessica Ross,22,Feminino,jose70@example.net,780,False,,8.42,5.41,7.79
18082673607,Lawrence Roberts,19,Masculino,nreeves@example.com,749,True,7.0,8.42,5.3,5.63
39939735236,Joseph Sanchez,21,Masculino,cruzcatherine@example.org,787,False,,8.54,6.83,7.6
21392889794,David Long,25,Masculino,chandlerjohn@example.net,655,True,2.0,8.67,8.44,8.28
75119842452,Tony Williamson,27,Feminino,beverly10@example.net,778,False,,7.42,9.47,5.92
92982611771,Gregory Murphy,27,Masculino,ejacobson@example.org,793,False,,9.7,9.99,6.27
12747624915,David Bond,21,Feminino,gillespiebrandon@example.org,763,False,,8.65,7.97,5.7
1798458467,Michael Daniel,25,Masculino,kimberlywalker@example.com,747,False,,6.63,8.69,9.95
40709197497,Bobby Williams,20,Feminino,robinsonjoshua@example.com,686,False,,6.6,5.59,7.72
55528591522,Kelly Lopez,20,Masculino,thompsonmichael@example.net,762,True,1.0,7.32,7.32,8.0
3309616451,Kevin Rush,28,Masculino,katelynprice@example.com,755,True,2.0,6.53,7.72,9.25
28843345713,Timothy Mccarthy,24,Feminino,wendyjackson@example.net,719,True,2.0,7.8,6.57,8.93
29478171416,Steve Butler,20,Masculino,dmason@example.net,784,False,,7.31,8.52,9.16
27922180024,Steve Davis,26,Feminino,ytran@example.org,640,False,,9.26,6.53,6.19
40422355467,Scott White,19,Masculino,carolraymond@example.org,715,False,,9.4,5.75,6.36
36998387581,John Russell,22,Feminino,ypalmer@example.com,674,False,,7.25,8.76,5.84
95287957534,Melissa Ramirez,24,Feminino,wadeteresa@example.com,734,False,,8.17,7.64,5.8
77880708714,Brenda Raymond,18,Feminino,pgomez@example.com,749,False,,6.9,6.39,8.19
56741896502,Darren Santana,18,Feminino,sheilapatel@example.com,794,False,,5.55,8.38,7.92
18365989496,Mr. John Knox PhD,19,Masculino,hking@example.com,668,False,,8.9,6.51,9.99
3248908461,Michael Thompson,24,Feminino,chavezmargaret@example.com,666,True,8.0,7.23,9.8,8.51
43844528433,Kenneth Cantrell,25,Feminino,katherine25@example.com,739,True,3.0,9.22,6.49,5.6
36716359181,Zachary Rodriguez,27,Feminino,lisapineda@example.net,640,True,5.0,7.82,6.0,6.41
25941664685,Shelly Collins,22,Feminino,sarahreid@example.com,652,True,6.0,9.22,7.35,5.42
77211397261,Shelly Anderson,27,Feminino,youngjose@example.org,696,False,,6.75,8.97,8.84
10763974580,Sherry Campbell,21,Feminino,scottvanessa@example.com,651,False,,5.48,9.14,5.69
34700003301,Haley Webster,21,Feminino,colleenrodriguez@example.org,708,True,1.0,6.5,9.56,5.28
5486332093,Brent Joyce,26,Feminino,singletonbobby@example.com,694,False,,5.28,6.41,6.15
92196391124,Jessica Diaz,19,Feminino,brian99@example.net,655,False,,7.25,7.15,7.25
87608730043,Kevin Jones,19,Feminino,sbuckley@example.com,762,True,7.0,5.28,8.82,5.9
15009592038,Cynthia Wong,26,Feminino,mckinneyjonathon@example.net,749,False,,6.69,9.45,6.1
28257755144,Bradley Watson,23,Feminino,heather18@example.org,796,False,,7.59,5.27,8.95
96594525373,Stacey Johnson,21,Feminino,saracook@example.com,685,True,2.0,8.45,6.85,9.8
68387947153,Brandi Reid,26,Feminino,james74@example.com,800,False,,8.74,7.4,7.4
3959331429,Peter Martin,23,Feminino,bwilliams@example.com,668,False,,6.5,7.67,7.42
72834476136,Dylan Sullivan,22,Feminino,emily09@example.net,780,True,8.0,7.16,8.5,9.99
11609414449,Norma Jackson,25,Feminino,darin73@example.com,672,True,7.0,5.61,8.72,5.42
24794045405,Alicia Phillips,21,Feminino,andreasmith@example.net,643,False,,5.25,8.11,8.74
59742569208,Ryan Jordan,28,Feminino,hweeks@example.net,760,False,,7.73,7.5,8.44
17072964303,Caroline Rios,20,Masculino,dunnzachary@example.com,789,False,,7.34,6.94,5.12
50072123828,Kathleen Wilson,25,Feminino,emilycarpenter@example.net,734,False,,9.74,7.72,7.29
79372051468,Christina King,19,Feminino,richardhouston@example.com,789,False,,8.46,8.75,9.2
83392531480,Scott Jennings,18,Feminino,nicole32@example.com,675,True,7.0,8.8,8.21,5.74
51063117177,Bradley Wade,26,Masculino,jvillanueva@example.com,749,False,,5.56,7.12,5.81
60532362930,Edward Taylor,22,Masculino,williamsmary@example.net,726,False,,9.1,8.69,8.78
43296709335,Kevin Burton,23,Feminino,rsmall@example.com,782,True,3.0,9.31,7.1,6.84
39740094622,Derek Miller,21,Feminino,stephanie87@example.net,710,False,,8.0,9.7,5.1
50077509942,Christopher Diaz,23,Feminino,natasha65@example.com,686,False,,5.8,7.13,7.64
92656486908,Rebecca Nguyen,22,Feminino,donald52@example.com,667,False,,7.93,5.89,8.79
48352152381,Nicholas Scott,19,Feminino,ndelgado@example.org,745,True,7.0,9.61,9.21,5.61
83771959275,Richard King,23,Masculino,phamilton@example.org,734,False,,9.37,6.76,7.17
88656966684,Brandon Freeman,22,Feminino,sheppardkaren@example.com,697,False,,7.95,8.51,7.7
13899120453,Kaitlyn Campos,21,Feminino,teresapalmer@example.com,779,False,,7.3,9.6,6.59
82943839169,Tiffany Kemp,19,Masculino,connie64@example.com,719,False,,7.4,7.9,6.58
76375945036,Ryan Clay,20,Feminino,claudiawright@example.net,641,False,,6.31,9.25,7.88
75716594792,Amber Martinez,28,Feminino,wesley44@example.com,770,False,,8.43,6.94,6.83
58533752210,Jennifer Khan,19,Masculino,youngeric@example.com,716,False,,6.28,9.45,8.69
9084910580,Peter Richardson,27,Feminino,amoore@example.com,778,False,,5.58,8.42,9.59
34336460914,Eric Hill,23,Masculino,allenjulia@example.com,790,False,,6.11,5.48,9.35
29826923363,James Quinn,23,Feminino,tylerbennett@example.net,716,True,5.0,7.54,5.9,8.35
18151744947,Rhonda Castro,25,Feminino,monroetroy@example.net,719,False,,7.3,6.13,6.6
99760345418,Travis Olson,28,Masculino,bradleycharles@example.net,787,False,,7.42,8.7,8.3
77504068593,Dean Evans,21,Masculino,oanderson@example.com,728,False,,6.91,5.61,9.56
54407508961,Suzanne Simpson,22,Masculino,desiree70@example.org,799,False,,8.69,5.95,7.28
5788853352,Sharon Mann,20,Masculino,craigemily@example.net,750,False,,7.7,9.64,7.3
25827763155,Tracey Wu,20,Feminino,fwood@example.com,708,False,,8.5,7.2,7.22
426860897,Valerie Webb,27,Feminino,troybrown@example.org,657,False,,7.77,9.62,8.62
58900177833,Austin Rodriguez,20,Masculino,robert89@example.net,701,True,7.0,8.26,5.19,5.4
72132476749,Adam Collins,21,Masculino,joshua42@example.org,677,False,,9.98,5.5,5.8
66274969181,Jason Ball,22,Feminino,erica72@example.com,659,False,,7.78,8.2,8.79
